日期,产品类别,地区,销售额,订单量,月份
2025/1/17,电子产品,北方,12070,48,Jan-25
2025/1/17,电子产品,南方,9321,45,Jan-25
2025/1/17,电子产品,华东,9326,55,Jan-25
2025/1/17,电子产品,西部,10074,47,Jan-25
2025/1/17,家用电器,北方,5724,25,Jan-25
2025/1/17,家用电器,南方,4140,20,Jan-25
2025/1/17,家用电器,华东,3539,20,Jan-25
2025/1/17,家用电器,西部,4068,22,Jan-25
2025/1/17,服装服饰,北方,6716,30,Jan-25
2025/1/17,服装服饰,南方,5194,20,Jan-25
2025/1/17,服装服饰,华东,5136,27,Jan-25
2025/1/17,服装服饰,西部,5779,25,Jan-25
2025/1/17,家居用品,北方,2717,20,Jan-25
2025/1/17,家居用品,南方,2595,20,Jan-25
2025/1/17,家居用品,华东,2876,20,Jan-25
2025/1/17,家居用品,西部,2513,20,Jan-25
2025/1/17,运动户外,北方,2134,20,Jan-25
2025/1/17,运动户外,南方,1832,20,Jan-25
2025/1/17,运动户外,华东,2530,20,Jan-25
2025/1/17,运动户外,西部,2252,20,Jan-25
2025/1/18,电子产品,北方,10233,44,Jan-25
2025/1/18,电子产品,南方,12713,75,Jan-25
2025/1/18,电子产品,华东,11763,56,Jan-25
2025/1/18,电子产品,西部,11988,53,Jan-25
2025/1/18,家用电器,北方,6255,32,Jan-25
2025/1/18,家用电器,南方,4407,20,Jan-25
2025/1/18,家用电器,华东,5373,28,Jan-25
2025/1/18,家用电器,西部,6137,33,Jan-25
2025/1/18,服装服饰,北方,8384,42,Jan-25
2025/1/18,服装服饰,南方,6977,29,Jan-25
2025/1/18,服装服饰,华东,7678,34,Jan-25
2025/1/18,服装服饰,西部,6501,30,Jan-25
2025/1/18,家居用品,北方,4612,25,Jan-25
2025/1/18,家居用品,南方,3753,20,Jan-25
2025/1/18,家居用品,华东,3327,20,Jan-25
2025/1/18,家居用品,西部,3236,20,Jan-25
2025/1/18,运动户外,北方,3010,20,Jan-25
2025/1/18,运动户外,南方,2309,20,Jan-25
2025/1/18,运动户外,华东,2818,20,Jan-25
2025/1/18,运动户外,西部,2721,20,Jan-25
2025/1/19,电子产品,北方,14302,58,Jan-25
2025/1/19,电子产品,南方,14657,68,Jan-25
2025/1/19,电子产品,华东,13505,58,Jan-25
2025/1/19,电子产品,西部,11682,64,Jan-25
2025/1/19,家用电器,北方,6280,32,Jan-25
2025/1/19,家用电器,南方,5042,21,Jan-25
2025/1/19,家用电器,华东,4280,20,Jan-25
2025/1/19,家用电器,西部,4770,20,Jan-25
2025/1/19,服装服饰,北方,9074,50,Jan-25
2025/1/19,服装服饰,南方,7147,39,Jan-25
2025/1/19,服装服饰,华东,7042,28,Jan-25
2025/1/19,服装服饰,西部,7602,43,Jan-25
2025/1/19,家居用品,北方,3601,20,Jan-25
2025/1/19,家居用品,南方,3644,21,Jan-25
2025/1/19,家居用品,华东,4205,21,Jan-25
2025/1/19,家居用品,西部,3480,20,Jan-25
2025/1/19,运动户外,北方,3145,20,Jan-25
2025/1/19,运动户外,南方,2732,20,Jan-25
2025/1/19,运动户外,华东,2091,20,Jan-25
2025/1/19,运动户外,西部,3020,20,Jan-25
2025/1/20,电子产品,北方,12018,58,Jan-25
2025/1/20,电子产品,南方,8690,49,Jan-25
2025/1/20,电子产品,华东,8711,50,Jan-25
2025/1/20,电子产品,西部,11296,61,Jan-25
2025/1/20,家用电器,北方,4111,20,Jan-25
2025/1/20,家用电器,南方,4155,21,Jan-25
2025/1/20,家用电器,华东,4111,20,Jan-25
2025/1/20,家用电器,西部,4324,20,Jan-25
2025/1/20,服装服饰,北方,6085,29,Jan-25
2025/1/20,服装服饰,南方,6354,32,Jan-25
2025/1/20,服装服饰,华东,5156,22,Jan-25
2025/1/20,服装服饰,西部,5663,29,Jan-25
2025/1/20,家居用品,北方,3042,20,Jan-25
2025/1/20,家居用品,南方,2749,20,Jan-25
2025/1/20,家居用品,华东,2705,20,Jan-25
2025/1/20,家居用品,西部,3104,20,Jan-25
2025/1/20,运动户外,北方,2363,20,Jan-25
2025/1/20,运动户外,南方,1787,20,Jan-25
2025/1/20,运动户外,华东,2032,20,Jan-25
2025/1/20,运动户外,西部,2207,20,Jan-25
2025/1/21,电子产品,北方,11172,54,Jan-25
2025/1/21,电子产品,南方,10205,54,Jan-25
2025/1/21,电子产品,华东,9650,45,Jan-25
2025/1/21,电子产品,西部,9983,47,Jan-25
2025/1/21,家用电器,北方,5292,25,Jan-25
2025/1/21,家用电器,南方,3226,20,Jan-25
2025/1/21,家用电器,华东,3730,20,Jan-25
2025/1/21,家用电器,西部,3602,20,Jan-25
2025/1/21,服装服饰,北方,6085,24,Jan-25
2025/1/21,服装服饰,南方,4820,21,Jan-25
2025/1/21,服装服饰,华东,4920,20,Jan-25
2025/1/21,服装服饰,西部,5619,23,Jan-25
2025/1/21,家居用品,北方,3686,20,Jan-25
2025/1/21,家居用品,南方,3001,20,Jan-25
2025/1/21,家居用品,华东,2893,20,Jan-25
2025/1/21,家居用品,西部,2575,20,Jan-25
2025/1/21,运动户外,北方,2654,20,Jan-25
2025/1/21,运动户外,南方,1696,20,Jan-25
2025/1/21,运动户外,华东,2147,20,Jan-25
2025/1/21,运动户外,西部,2006,20,Jan-25
2025/1/22,电子产品,北方,11040,60,Jan-25
2025/1/22,电子产品,南方,8479,35,Jan-25
2025/1/22,电子产品,华东,10311,58,Jan-25
2025/1/22,电子产品,西部,9993,44,Jan-25
2025/1/22,家用电器,北方,5020,25,Jan-25
2025/1/22,家用电器,南方,3876,20,Jan-25
2025/1/22,家用电器,华东,4485,20,Jan-25
2025/1/22,家用电器,西部,5117,25,Jan-25
2025/1/22,服装服饰,北方,5960,27,Jan-25
2025/1/22,服装服饰,南方,4975,28,Jan-25
2025/1/22,服装服饰,华东,5717,33,Jan-25
2025/1/22,服装服饰,西部,4980,22,Jan-25
2025/1/22,家居用品,北方,2842,20,Jan-25
2025/1/22,家居用品,南方,2879,20,Jan-25
2025/1/22,家居用品,华东,2409,20,Jan-25
2025/1/22,家居用品,西部,2592,20,Jan-25
2025/1/22,运动户外,北方,2873,20,Jan-25
2025/1/22,运动户外,南方,2209,20,Jan-25
2025/1/22,运动户外,华东,2503,20,Jan-25
2025/1/22,运动户外,西部,1966,20,Jan-25
2025/1/23,电子产品,北方,12948,71,Jan-25
2025/1/23,电子产品,南方,9099,51,Jan-25
2025/1/23,电子产品,华东,8800,40,Jan-25
2025/1/23,电子产品,西部,8746,48,Jan-25
2025/1/23,家用电器,北方,5094,27,Jan-25
2025/1/23,家用电器,南方,4365,20,Jan-25
2025/1/23,家用电器,华东,4353,21,Jan-25
2025/1/23,家用电器,西部,3958,21,Jan-25
2025/1/23,服装服饰,北方,6965,41,Jan-25
2025/1/23,服装服饰,南方,5177,26,Jan-25
2025/1/23,服装服饰,华东,4432,22,Jan-25
2025/1/23,服装服饰,西部,5496,30,Jan-25
2025/1/23,家居用品,北方,2756,20,Jan-25
2025/1/23,家居用品,南方,2644,20,Jan-25
2025/1/23,家居用品,华东,2359,20,Jan-25
2025/1/23,家居用品,西部,2899,20,Jan-25
2025/1/23,运动户外,北方,2241,20,Jan-25
2025/1/23,运动户外,南方,2058,20,Jan-25
2025/1/23,运动户外,华东,1643,20,Jan-25
2025/1/23,运动户外,西部,1911,20,Jan-25
2025/1/24,电子产品,北方,13949,80,Jan-25
2025/1/24,电子产品,南方,10015,59,Jan-25
2025/1/24,电子产品,华东,9140,45,Jan-25
2025/1/24,电子产品,西部,11202,66,Jan-25
2025/1/24,家用电器,北方,4901,24,Jan-25
2025/1/24,家用电器,南方,4087,20,Jan-25
2025/1/24,家用电器,华东,3886,20,Jan-25
2025/1/24,家用电器,西部,4106,21,Jan-25
2025/1/24,服装服饰,北方,6220,32,Jan-25
2025/1/24,服装服饰,南方,5674,25,Jan-25
2025/1/24,服装服饰,华东,5949,29,Jan-25
2025/1/24,服装服饰,西部,5745,29,Jan-25
2025/1/24,家居用品,北方,3039,20,Jan-25
2025/1/24,家居用品,南方,2569,20,Jan-25
2025/1/24,家居用品,华东,3276,20,Jan-25
2025/1/24,家居用品,西部,2788,20,Jan-25
2025/1/24,运动户外,北方,2871,20,Jan-25
2025/1/24,运动户外,南方,2099,20,Jan-25
2025/1/24,运动户外,华东,1858,20,Jan-25
2025/1/24,运动户外,西部,2131,20,Jan-25
2025/1/25,电子产品,北方,14816,77,Jan-25
2025/1/25,电子产品,南方,12868,62,Jan-25
2025/1/25,电子产品,华东,11572,48,Jan-25
2025/1/25,电子产品,西部,12212,72,Jan-25
2025/1/25,家用电器,北方,6099,35,Jan-25
2025/1/25,家用电器,南方,5046,28,Jan-25
2025/1/25,家用电器,华东,5506,26,Jan-25
2025/1/25,家用电器,西部,4646,22,Jan-25
2025/1/25,服装服饰,北方,7853,31,Jan-25
2025/1/25,服装服饰,南方,6826,33,Jan-25
2025/1/25,服装服饰,华东,6448,29,Jan-25
2025/1/25,服装服饰,西部,5568,30,Jan-25
2025/1/25,家居用品,北方,3748,20,Jan-25
2025/1/25,家居用品,南方,3175,20,Jan-25
2025/1/25,家居用品,华东,3703,20,Jan-25
2025/1/25,家居用品,西部,3688,20,Jan-25
2025/1/25,运动户外,北方,3716,20,Jan-25
2025/1/25,运动户外,南方,2419,20,Jan-25
2025/1/25,运动户外,华东,2999,20,Jan-25
2025/1/25,运动户外,西部,2450,20,Jan-25
2025/1/26,电子产品,北方,18865,102,Jan-25
2025/1/26,电子产品,南方,13645,65,Jan-25
2025/1/26,电子产品,华东,12114,60,Jan-25
2025/1/26,电子产品,西部,13686,68,Jan-25
2025/1/26,家用电器,北方,6032,34,Jan-25
2025/1/26,家用电器,南方,5327,27,Jan-25
2025/1/26,家用电器,华东,5657,32,Jan-25
2025/1/26,家用电器,西部,4193,21,Jan-25
2025/1/26,服装服饰,北方,7764,36,Jan-25
2025/1/26,服装服饰,南方,8646,45,Jan-25
2025/1/26,服装服饰,华东,7255,34,Jan-25
2025/1/26,服装服饰,西部,6364,34,Jan-25
2025/1/26,家居用品,北方,4808,24,Jan-25
2025/1/26,家居用品,南方,4054,21,Jan-25
2025/1/26,家居用品,华东,3767,20,Jan-25
2025/1/26,家居用品,西部,3736,20,Jan-25
2025/1/26,运动户外,北方,2920,20,Jan-25
2025/1/26,运动户外,南方,2304,20,Jan-25
2025/1/26,运动户外,华东,2368,20,Jan-25
2025/1/26,运动户外,西部,2624,20,Jan-25
2025/1/27,电子产品,北方,12590,73,Jan-25
2025/1/27,电子产品,南方,9955,52,Jan-25
2025/1/27,电子产品,华东,8849,47,Jan-25
2025/1/27,电子产品,西部,9657,55,Jan-25
2025/1/27,家用电器,北方,5022,27,Jan-25
2025/1/27,家用电器,南方,5048,22,Jan-25
2025/1/27,家用电器,华东,3894,22,Jan-25
2025/1/27,家用电器,西部,3852,20,Jan-25
2025/1/27,服装服饰,北方,7119,30,Jan-25
2025/1/27,服装服饰,南方,5603,25,Jan-25
2025/1/27,服装服饰,华东,4698,25,Jan-25
2025/1/27,服装服饰,西部,5359,30,Jan-25
2025/1/27,家居用品,北方,3029,20,Jan-25
2025/1/27,家居用品,南方,2741,20,Jan-25
2025/1/27,家居用品,华东,2237,20,Jan-25
2025/1/27,家居用品,西部,2709,20,Jan-25
2025/1/27,运动户外,北方,2178,20,Jan-25
2025/1/27,运动户外,南方,2082,20,Jan-25
2025/1/27,运动户外,华东,2048,20,Jan-25
2025/1/27,运动户外,西部,2285,20,Jan-25
2025/1/28,电子产品,北方,11437,61,Jan-25
2025/1/28,电子产品,南方,9967,51,Jan-25
2025/1/28,电子产品,华东,8931,39,Jan-25
2025/1/28,电子产品,西部,9892,52,Jan-25
2025/1/28,家用电器,北方,4066,20,Jan-25
2025/1/28,家用电器,南方,4431,23,Jan-25
2025/1/28,家用电器,华东,3370,20,Jan-25
2025/1/28,家用电器,西部,4283,22,Jan-25
2025/1/28,服装服饰,北方,7101,39,Jan-25
2025/1/28,服装服饰,南方,5512,30,Jan-25
2025/1/28,服装服饰,华东,4277,20,Jan-25
2025/1/28,服装服饰,西部,6226,31,Jan-25
2025/1/28,家居用品,北方,3515,20,Jan-25
2025/1/28,家居用品,南方,2910,20,Jan-25
2025/1/28,家居用品,华东,2758,20,Jan-25
2025/1/28,家居用品,西部,2553,20,Jan-25
2025/1/28,运动户外,北方,2336,20,Jan-25
2025/1/28,运动户外,南方,1642,20,Jan-25
2025/1/28,运动户外,华东,1598,20,Jan-25
2025/1/28,运动户外,西部,1890,20,Jan-25
2025/1/29,电子产品,北方,12183,57,Jan-25
2025/1/29,电子产品,南方,10151,41,Jan-25
2025/1/29,电子产品,华东,9428,47,Jan-25
2025/1/29,电子产品,西部,8741,42,Jan-25
2025/1/29,家用电器,北方,4879,24,Jan-25
2025/1/29,家用电器,南方,4529,20,Jan-25
2025/1/29,家用电器,华东,3725,20,Jan-25
2025/1/29,家用电器,西部,4369,20,Jan-25
2025/1/29,服装服饰,北方,5833,32,Jan-25
2025/1/29,服装服饰,南方,5540,25,Jan-25
2025/1/29,服装服饰,华东,5555,31,Jan-25
2025/1/29,服装服饰,西部,5534,28,Jan-25
2025/1/29,家居用品,北方,3540,20,Jan-25
2025/1/29,家居用品,南方,2638,20,Jan-25
2025/1/29,家居用品,华东,2796,20,Jan-25
2025/1/29,家居用品,西部,2780,20,Jan-25
2025/1/29,运动户外,北方,2608,20,Jan-25
2025/1/29,运动户外,南方,1950,20,Jan-25
2025/1/29,运动户外,华东,2173,20,Jan-25
2025/1/29,运动户外,西部,1861,20,Jan-25
2025/1/30,电子产品,北方,12679,55,Jan-25
2025/1/30,电子产品,南方,9336,41,Jan-25
2025/1/30,电子产品,华东,10339,53,Jan-25
2025/1/30,电子产品,西部,9993,59,Jan-25
2025/1/30,家用电器,北方,3853,20,Jan-25
2025/1/30,家用电器,南方,4251,23,Jan-25
2025/1/30,家用电器,华东,4085,22,Jan-25
2025/1/30,家用电器,西部,3997,20,Jan-25
2025/1/30,服装服饰,北方,5457,32,Jan-25
2025/1/30,服装服饰,南方,5402,29,Jan-25
2025/1/30,服装服饰,华东,4800,28,Jan-25
2025/1/30,服装服饰,西部,4545,21,Jan-25
2025/1/30,家居用品,北方,2641,20,Jan-25
2025/1/30,家居用品,南方,2634,20,Jan-25
2025/1/30,家居用品,华东,2642,20,Jan-25
2025/1/30,家居用品,西部,2486,20,Jan-25
2025/1/30,运动户外,北方,2420,20,Jan-25
2025/1/30,运动户外,南方,2128,20,Jan-25
2025/1/30,运动户外,华东,2073,20,Jan-25
2025/1/30,运动户外,西部,1625,20,Jan-25
2025/1/31,电子产品,北方,12067,55,Jan-25
2025/1/31,电子产品,南方,9938,44,Jan-25
2025/1/31,电子产品,华东,7843,41,Jan-25
2025/1/31,电子产品,西部,10008,56,Jan-25
2025/1/31,家用电器,北方,4688,23,Jan-25
2025/1/31,家用电器,南方,4445,20,Jan-25
2025/1/31,家用电器,华东,5127,27,Jan-25
2025/1/31,家用电器,西部,4096,23,Jan-25
2025/1/31,服装服饰,北方,6397,30,Jan-25
2025/1/31,服装服饰,南方,5249,27,Jan-25
2025/1/31,服装服饰,华东,5336,25,Jan-25
2025/1/31,服装服饰,西部,4289,20,Jan-25
2025/1/31,家居用品,北方,2437,20,Jan-25
2025/1/31,家居用品,南方,2625,20,Jan-25
2025/1/31,家居用品,华东,3075,20,Jan-25
2025/1/31,家居用品,西部,2723,20,Jan-25
2025/1/31,运动户外,北方,2542,20,Jan-25
2025/1/31,运动户外,南方,2014,20,Jan-25
2025/1/31,运动户外,华东,1976,20,Jan-25
2025/1/31,运动户外,西部,2234,20,Jan-25
2025/2/1,电子产品,北方,15325,89,Feb-25
2025/2/1,电子产品,南方,11572,48,Feb-25
2025/2/1,电子产品,华东,12414,61,Feb-25
2025/2/1,电子产品,西部,15597,79,Feb-25
2025/2/1,家用电器,北方,7048,32,Feb-25
2025/2/1,家用电器,南方,6285,29,Feb-25
2025/2/1,家用电器,华东,6975,33,Feb-25
2025/2/1,家用电器,西部,6197,27,Feb-25
2025/2/1,服装服饰,北方,10315,50,Feb-25
2025/2/1,服装服饰,南方,7764,36,Feb-25
2025/2/1,服装服饰,华东,6608,26,Feb-25
2025/2/1,服装服饰,西部,7913,38,Feb-25
2025/2/1,家居用品,北方,4988,29,Feb-25
2025/2/1,家居用品,南方,3811,20,Feb-25
2025/2/1,家居用品,华东,3574,20,Feb-25
2025/2/1,家居用品,西部,2817,20,Feb-25
2025/2/1,运动户外,北方,3394,20,Feb-25
2025/2/1,运动户外,南方,2875,20,Feb-25
2025/2/1,运动户外,华东,2952,20,Feb-25
2025/2/1,运动户外,西部,2328,20,Feb-25
2025/2/2,电子产品,北方,16865,68,Feb-25
2025/2/2,电子产品,南方,13993,59,Feb-25
2025/2/2,电子产品,华东,15505,81,Feb-25
2025/2/2,电子产品,西部,15204,76,Feb-25
2025/2/2,家用电器,北方,9058,49,Feb-25
2025/2/2,家用电器,南方,5559,23,Feb-25
2025/2/2,家用电器,华东,6590,29,Feb-25
2025/2/2,家用电器,西部,5684,32,Feb-25
2025/2/2,服装服饰,北方,9648,57,Feb-25
2025/2/2,服装服饰,南方,7755,36,Feb-25
2025/2/2,服装服饰,华东,7657,32,Feb-25
2025/2/2,服装服饰,西部,8443,49,Feb-25
2025/2/2,家居用品,北方,4653,26,Feb-25
2025/2/2,家居用品,南方,3744,20,Feb-25
2025/2/2,家居用品,华东,3930,20,Feb-25
2025/2/2,家居用品,西部,3562,20,Feb-25
2025/2/2,运动户外,北方,3510,20,Feb-25
2025/2/2,运动户外,南方,3169,20,Feb-25
2025/2/2,运动户外,华东,3158,20,Feb-25
2025/2/2,运动户外,西部,2703,20,Feb-25
2025/2/3,电子产品,北方,10854,51,Feb-25
2025/2/3,电子产品,南方,11325,57,Feb-25
2025/2/3,电子产品,华东,10582,60,Feb-25
2025/2/3,电子产品,西部,9308,37,Feb-25
2025/2/3,家用电器,北方,4710,26,Feb-25
2025/2/3,家用电器,南方,3896,20,Feb-25
2025/2/3,家用电器,华东,4866,25,Feb-25
2025/2/3,家用电器,西部,4444,20,Feb-25
2025/2/3,服装服饰,北方,7570,36,Feb-25
2025/2/3,服装服饰,南方,5496,24,Feb-25
2025/2/3,服装服饰,华东,6232,33,Feb-25
2025/2/3,服装服饰,西部,5368,27,Feb-25
2025/2/3,家居用品,北方,3350,20,Feb-25
2025/2/3,家居用品,南方,3406,20,Feb-25
2025/2/3,家居用品,华东,2628,20,Feb-25
2025/2/3,家居用品,西部,3186,20,Feb-25
2025/2/3,运动户外,北方,2728,20,Feb-25
2025/2/3,运动户外,南方,2561,20,Feb-25
2025/2/3,运动户外,华东,2139,20,Feb-25
2025/2/3,运动户外,西部,2107,20,Feb-25
2025/2/4,电子产品,北方,12335,69,Feb-25
2025/2/4,电子产品,南方,11027,49,Feb-25
2025/2/4,电子产品,华东,10374,50,Feb-25
2025/2/4,电子产品,西部,13121,75,Feb-25
2025/2/4,家用电器,北方,5172,26,Feb-25
2025/2/4,家用电器,南方,4625,20,Feb-25
2025/2/4,家用电器,华东,4292,20,Feb-25
2025/2/4,家用电器,西部,4709,22,Feb-25
2025/2/4,服装服饰,北方,7687,34,Feb-25
2025/2/4,服装服饰,南方,6232,31,Feb-25
2025/2/4,服装服饰,华东,6494,31,Feb-25
2025/2/4,服装服饰,西部,5891,26,Feb-25
2025/2/4,家居用品,北方,3688,20,Feb-25
2025/2/4,家居用品,南方,2950,20,Feb-25
2025/2/4,家居用品,华东,2500,20,Feb-25
2025/2/4,家居用品,西部,2688,20,Feb-25
2025/2/4,运动户外,北方,3550,20,Feb-25
2025/2/4,运动户外,南方,2396,20,Feb-25
2025/2/4,运动户外,华东,2158,20,Feb-25
2025/2/4,运动户外,西部,2157,20,Feb-25
2025/2/5,电子产品,北方,13574,65,Feb-25
2025/2/5,电子产品,南方,9947,47,Feb-25
2025/2/5,电子产品,华东,10845,51,Feb-25
2025/2/5,电子产品,西部,9458,41,Feb-25
2025/2/5,家用电器,北方,4986,21,Feb-25
2025/2/5,家用电器,南方,5280,30,Feb-25
2025/2/5,家用电器,华东,5205,26,Feb-25
2025/2/5,家用电器,西部,4564,20,Feb-25
2025/2/5,服装服饰,北方,7027,36,Feb-25
2025/2/5,服装服饰,南方,6173,33,Feb-25
2025/2/5,服装服饰,华东,5229,26,Feb-25
2025/2/5,服装服饰,西部,5953,24,Feb-25
2025/2/5,家居用品,北方,3816,20,Feb-25
2025/2/5,家居用品,南方,2649,20,Feb-25
2025/2/5,家居用品,华东,2730,20,Feb-25
2025/2/5,家居用品,西部,2656,20,Feb-25
2025/2/5,运动户外,北方,2656,20,Feb-25
2025/2/5,运动户外,南方,2563,20,Feb-25
2025/2/5,运动户外,华东,2360,20,Feb-25
2025/2/5,运动户外,西部,1944,20,Feb-25
2025/2/6,电子产品,北方,14667,71,Feb-25
2025/2/6,电子产品,南方,12647,57,Feb-25
2025/2/6,电子产品,华东,11552,62,Feb-25
2025/2/6,电子产品,西部,10370,50,Feb-25
2025/2/6,家用电器,北方,5824,28,Feb-25
2025/2/6,家用电器,南方,4679,21,Feb-25
2025/2/6,家用电器,华东,4414,20,Feb-25
2025/2/6,家用电器,西部,4560,20,Feb-25
2025/2/6,服装服饰,北方,7296,36,Feb-25
2025/2/6,服装服饰,南方,5976,24,Feb-25
2025/2/6,服装服饰,华东,6729,33,Feb-25
2025/2/6,服装服饰,西部,5972,31,Feb-25
2025/2/6,家居用品,北方,3764,20,Feb-25
2025/2/6,家居用品,南方,2805,20,Feb-25
2025/2/6,家居用品,华东,2916,20,Feb-25
2025/2/6,家居用品,西部,2400,20,Feb-25
2025/2/6,运动户外,北方,3211,20,Feb-25
2025/2/6,运动户外,南方,2482,20,Feb-25
2025/2/6,运动户外,华东,2072,20,Feb-25
2025/2/6,运动户外,西部,2243,20,Feb-25
2025/2/7,电子产品,北方,11904,65,Feb-25
2025/2/7,电子产品,南方,11292,49,Feb-25
2025/2/7,电子产品,华东,12002,66,Feb-25
2025/2/7,电子产品,西部,10204,44,Feb-25
2025/2/7,家用电器,北方,5648,24,Feb-25
2025/2/7,家用电器,南方,4216,22,Feb-25
2025/2/7,家用电器,华东,4223,20,Feb-25
2025/2/7,家用电器,西部,3774,21,Feb-25
2025/2/7,服装服饰,北方,7146,30,Feb-25
2025/2/7,服装服饰,南方,6823,30,Feb-25
2025/2/7,服装服饰,华东,5986,31,Feb-25
2025/2/7,服装服饰,西部,5074,29,Feb-25
2025/2/7,家居用品,北方,3819,20,Feb-25
2025/2/7,家居用品,南方,3183,20,Feb-25
2025/2/7,家居用品,华东,3172,20,Feb-25
2025/2/7,家居用品,西部,2955,20,Feb-25
2025/2/7,运动户外,北方,2676,20,Feb-25
2025/2/7,运动户外,南方,2274,20,Feb-25
2025/2/7,运动户外,华东,2495,20,Feb-25
2025/2/7,运动户外,西部,2183,20,Feb-25
2025/2/8,电子产品,北方,18327,99,Feb-25
2025/2/8,电子产品,南方,14216,65,Feb-25
2025/2/8,电子产品,华东,12792,59,Feb-25
2025/2/8,电子产品,西部,12676,62,Feb-25
2025/2/8,家用电器,北方,8123,41,Feb-25
2025/2/8,家用电器,南方,6525,35,Feb-25
2025/2/8,家用电器,华东,5814,26,Feb-25
2025/2/8,家用电器,西部,6517,27,Feb-25
2025/2/8,服装服饰,北方,10481,57,Feb-25
2025/2/8,服装服饰,南方,7194,38,Feb-25
2025/2/8,服装服饰,华东,6901,29,Feb-25
2025/2/8,服装服饰,西部,7323,31,Feb-25
2025/2/8,家居用品,北方,4895,25,Feb-25
2025/2/8,家居用品,南方,3805,20,Feb-25
2025/2/8,家居用品,华东,4487,23,Feb-25
2025/2/8,家居用品,西部,3546,20,Feb-25
2025/2/8,运动户外,北方,3389,20,Feb-25
2025/2/8,运动户外,南方,3543,20,Feb-25
2025/2/8,运动户外,华东,3104,20,Feb-25
2025/2/8,运动户外,西部,3129,20,Feb-25
2025/2/9,电子产品,北方,15514,74,Feb-25
2025/2/9,电子产品,南方,12200,61,Feb-25
2025/2/9,电子产品,华东,16201,65,Feb-25
2025/2/9,电子产品,西部,16184,75,Feb-25
2025/2/9,家用电器,北方,6207,33,Feb-25
2025/2/9,家用电器,南方,5250,25,Feb-25
2025/2/9,家用电器,华东,6237,25,Feb-25
2025/2/9,家用电器,西部,5729,24,Feb-25
2025/2/9,服装服饰,北方,8809,35,Feb-25
2025/2/9,服装服饰,南方,8209,36,Feb-25
2025/2/9,服装服饰,华东,7172,34,Feb-25
2025/2/9,服装服饰,西部,7577,35,Feb-25
2025/2/9,家居用品,北方,4286,25,Feb-25
2025/2/9,家居用品,南方,3789,20,Feb-25
2025/2/9,家居用品,华东,3853,20,Feb-25
2025/2/9,家居用品,西部,3295,20,Feb-25
2025/2/9,运动户外,北方,2996,20,Feb-25
2025/2/9,运动户外,南方,2682,20,Feb-25
2025/2/9,运动户外,华东,2530,20,Feb-25
2025/2/9,运动户外,西部,3159,20,Feb-25
2025/2/10,电子产品,北方,15030,73,Feb-25
2025/2/10,电子产品,南方,9727,47,Feb-25
2025/2/10,电子产品,华东,9722,47,Feb-25
2025/2/10,电子产品,西部,10404,58,Feb-25
2025/2/10,家用电器,北方,4486,24,Feb-25
2025/2/10,家用电器,南方,4731,23,Feb-25
2025/2/10,家用电器,华东,4009,20,Feb-25
2025/2/10,家用电器,西部,4330,20,Feb-25
2025/2/10,服装服饰,北方,7022,30,Feb-25
2025/2/10,服装服饰,南方,5941,33,Feb-25
2025/2/10,服装服饰,华东,5393,31,Feb-25
2025/2/10,服装服饰,西部,4941,21,Feb-25
2025/2/10,家居用品,北方,3131,20,Feb-25
2025/2/10,家居用品,南方,3123,20,Feb-25
2025/2/10,家居用品,华东,3008,20,Feb-25
2025/2/10,家居用品,西部,2939,20,Feb-25
2025/2/10,运动户外,北方,2358,20,Feb-25
2025/2/10,运动户外,南方,2089,20,Feb-25
2025/2/10,运动户外,华东,2126,20,Feb-25
2025/2/10,运动户外,西部,2261,20,Feb-25
2025/2/11,电子产品,北方,12585,69,Feb-25
2025/2/11,电子产品,南方,10847,52,Feb-25
2025/2/11,电子产品,华东,12323,50,Feb-25
2025/2/11,电子产品,西部,12452,74,Feb-25
2025/2/11,家用电器,北方,5803,23,Feb-25
2025/2/11,家用电器,南方,4928,28,Feb-25
2025/2/11,家用电器,华东,4797,22,Feb-25
2025/2/11,家用电器,西部,4248,24,Feb-25
2025/2/11,服装服饰,北方,7843,32,Feb-25
2025/2/11,服装服饰,南方,5367,25,Feb-25
2025/2/11,服装服饰,华东,6096,26,Feb-25
2025/2/11,服装服饰,西部,5622,28,Feb-25
2025/2/11,家居用品,北方,3294,20,Feb-25
2025/2/11,家居用品,南方,2380,20,Feb-25
2025/2/11,家居用品,华东,3268,20,Feb-25
2025/2/11,家居用品,西部,2977,20,Feb-25
2025/2/11,运动户外,北方,2237,20,Feb-25
2025/2/11,运动户外,南方,2161,20,Feb-25
2025/2/11,运动户外,华东,2376,20,Feb-25
2025/2/11,运动户外,西部,2393,20,Feb-25
2025/2/12,电子产品,北方,11378,49,Feb-25
2025/2/12,电子产品,南方,10449,57,Feb-25
2025/2/12,电子产品,华东,9563,39,Feb-25
2025/2/12,电子产品,西部,9839,55,Feb-25
2025/2/12,家用电器,北方,5719,29,Feb-25
2025/2/12,家用电器,南方,5076,21,Feb-25
2025/2/12,家用电器,华东,4226,23,Feb-25
2025/2/12,家用电器,西部,4016,20,Feb-25
2025/2/12,服装服饰,北方,8804,41,Feb-25
2025/2/12,服装服饰,南方,6986,37,Feb-25
2025/2/12,服装服饰,华东,5845,27,Feb-25
2025/2/12,服装服饰,西部,5653,23,Feb-25
2025/2/12,家居用品,北方,3754,21,Feb-25
